virus_name	viral_acc	evidence	report_host	host_taxid	host_lineage	host_tax_rank
Streptococcus phage phiARI0131-2	NC_031941	NCBI Virus, RefSeq	Streptococcus pneumoniae	1313	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	species
Streptococcus phage phiARI0460-1	NC_031913	NCBI Virus, RefSeq	Streptococcus pneumoniae	1313	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	species
Streptococcus phage phiARI0462	NC_031942	NCBI Virus, RefSeq	Streptococcus pneumoniae	1313	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	species
Streptococcus phage phiARI0468-1	NC_031929	NCBI Virus, RefSeq	Streptococcus pneumoniae	1313	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	species
Streptococcus phage phiARI0468-2	NC_031923	NCBI Virus, RefSeq	Streptococcus pneumoniae	1313	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	species
Streptococcus phage phiARI0468-4	NC_031915	NCBI Virus, RefSeq	Streptococcus pneumoniae	1313	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	species
Streptococcus phage phiARI0746	NC_031907	NCBI Virus, RefSeq	Streptococcus pneumoniae	1313	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	species
Streptococcus phage phiARI0923	NC_030946	NCBI Virus, RefSeq	Streptococcus pneumoniae	1313	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	species
Streptococcus phage phiBHN167	NC_022791	NCBI Virus, RefSeq	Streptococcus pneumoniae	1313	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	species
Streptococcus phage phiD12	KC348603	NCBI Virus, RefSeq	Streptococcus suis D12	1004952	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus suis	strain
Streptococcus phage phiNJ2	NC_019418	NCBI Virus, RefSeq	Streptococcus suis	1307	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	species
Streptococcus phage phiS10	KC348604	NCBI Virus, RefSeq	Streptococcus suis	1307	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	species
Streptococcus phage phiSS12	KC413987	NCBI Virus, RefSeq	Streptococcus suis SS12	1005041	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus suis	strain
Streptococcus phage phiST1	KC413988	NCBI Virus, RefSeq	Streptococcus suis ST1	1004951	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus suis	strain
Streptococcus phage Sfi19	NC_000871	RefSeq	Streptococcus thermophilus	1308	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	species
Streptococcus phage Sfi21	NC_000872	RefSeq	Streptococcus thermophilus	1308	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	species
Streptococcus phage SM1	NC_004996	NCBI Virus, RefSeq	Streptococcus mitis	28037	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	species
Streptococcus phage SMP	NC_008721	NCBI Virus, RefSeq	Streptococcus suis	1307	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	species
Streptococcus phage SOCP	KJ617393	RefSeq	Streptococcus pneumoniae	1313	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	species
Streptococcus phage Spn1	KJ417497	NCBI Virus, RefSeq	Streptococcus pneumoniae	1313	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	species
Streptococcus phage SPQS1	NC_021868	RefSeq	Streptococcus pneumoniae D39	373153	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus pneumoniae	strain
Streptococcus phage SpSL1	NC_027396	NCBI Virus, RefSeq	Streptococcus pneumoniae	1313	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	species
Streptococcus phage Str-PAP-1	NC_028666	NCBI Virus, RefSeq	Streptococcus parauberis	1348	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	species
Streptococcus phage T12	NC_028700	NCBI Virus, RefSeq, UniProt	Streptococcus pyogenes	1314	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	species
Streptococcus phage TP-778L	NC_022776	NCBI Virus, RefSeq	Streptococcus thermophilus	1308	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	species
Streptococcus phage TP-J34	NC_020197	NCBI Virus, RefSeq	Streptococcus thermophilus	1308	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	species
Streptococcus phage YMC-2011	NC_018285	NCBI Virus, RefSeq	Streptococcus salivarius 57.I	1046629	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus salivarius	strain
Streptococcus virus 2972	NC_007019	NCBI Virus, RefSeq	Streptococcus thermophilus	1308	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	species
Streptococcus virus 7201	AF145054	Literature	Streptococcus thermophilus	1308	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	species
Streptococcus virus 858	NC_010353	NCBI Virus, RefSeq	Streptococcus thermophilus	1308	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	species
Streptococcus virus 9871	NC_031069	NCBI Virus, RefSeq	Streptococcus thermophilus	1308	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	species
Streptococcus virus 9872	NC_031094	NCBI Virus, RefSeq	Streptococcus thermophilus	1308	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	species
Streptococcus virus 9873	NC_047763	NCBI Virus, RefSeq	Streptococcus thermophilus	1308	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	species
Streptococcus virus 9874	NC_031023	NCBI Virus, RefSeq	Streptococcus thermophilus	1308	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	species
Streptococcus virus ALQ132	NC_013598	NCBI Virus, RefSeq	Streptococcus thermophilus	1308	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	species
Streptococcus virus C1	NC_004814	NCBI Virus, RefSeq	Streptococcus sp. 'group C'	33972	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	species
Streptococcus virus DT1	NC_002072	NCBI Virus, RefSeq	Streptococcus thermophilus	1308	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	species
Streptococcus virus O1205	NC_004303	NCBI Virus, RefSeq, UniProt	Streptococcus thermophilus	1308	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	species
Streptococcus virus phiAbc2	NC_013645	NCBI Virus, RefSeq	Streptococcus thermophilus	1308	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	species
Streptococcus virus Sfi19	AF115102	Literature	Streptococcus thermophilus	1308	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	species
Streptococcus virus Sfi21	AF115103	Literature	Streptococcus thermophilus	1308	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	species
Streptomyces phage Aaronocolus	NC_042051	RefSeq	Streptomyces griseus	1911	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Streptomycetales; Streptomycetaceae; Streptomyces; Streptomyces griseus group; Streptomyces griseus subgroup	species
Streptomyces phage AbbeyMikolon	NC_047904	RefSeq	Streptomyces lividans	1916	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Streptomycetales; Streptomycetaceae; Streptomyces	species
Streptomyces phage Alsaber	NC_054677	NCBI Virus, RefSeq	Streptomyces azureus	146537	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Streptomycetales; Streptomycetaceae; Streptomyces	species
Streptomyces phage Alvy	NC_054669	NCBI Virus, RefSeq	Streptomyces lividans	1916	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Streptomycetales; Streptomycetaceae; Streptomyces	species
Streptomyces phage Amela	NC_028904	RefSeq	Streptomyces venezuelae ATCC 10712	953739	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Streptomycetales; Streptomycetaceae; Streptomyces; Streptomyces venezuelae	strain
Streptomyces phage Amethyst	NC_054664	NCBI Virus, RefSeq	Streptomyces xanthochromogenes	67384	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Streptomycetales; Streptomycetaceae; Streptomyces	species
Streptomyces phage Annadreamy	NC_048719	RefSeq	Streptomyces griseus	1911	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Streptomycetales; Streptomycetaceae; Streptomyces; Streptomyces griseus group; Streptomyces griseus subgroup	species
Streptomyces phage Attoomi	NC_047905	RefSeq	Streptomyces azureus	146537	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Streptomycetales; Streptomycetaceae; Streptomyces	species
Streptomyces phage Austintatious	NC_048153	RefSeq	Streptomyces venezuelae ATCC 10712	953739	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Streptomycetales; Streptomycetaceae; Streptomyces; Streptomyces venezuelae	strain
Streptomyces phage BillNye	NC_042105	RefSeq	Streptomyces viridochromogenes	1938	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Streptomycetales; Streptomycetaceae; Streptomyces	species
Streptomyces phage Bing	NC_042106	RefSeq	Streptomyces lividans	1916	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Streptomycetales; Streptomycetaceae; Streptomyces	species
Streptomyces phage Blueeyedbeauty	NC_048720	RefSeq	Streptomyces griseus	1911	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Streptomycetales; Streptomycetaceae; Streptomyces; Streptomyces griseus group; Streptomyces griseus subgroup	species
Streptomyces phage Bmoc	NC_055842	NCBI Virus, RefSeq	Streptomyces griseofuscus	146922	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Streptomycetales; Streptomycetaceae; Streptomyces	species
Streptomyces phage Braelyn	NC_055813	NCBI Virus, RefSeq	Streptomyces griseus	1911	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Streptomycetales; Streptomycetaceae; Streptomyces; Streptomyces griseus group; Streptomyces griseus subgroup	species
Streptomyces phage BRock	NC_048650	RefSeq	Streptomyces sp.	1931	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Streptomycetales; Streptomycetaceae; Streptomyces	species
Streptomyces phage Caelum	NC_054666	NCBI Virus, RefSeq	Streptomyces lividans	1916	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Streptomycetales; Streptomycetaceae; Streptomyces	species
Streptomyces phage Caliburn	NC_028892	RefSeq	Streptomyces griseus	1911	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Streptomycetales; Streptomycetaceae; Streptomyces; Streptomyces griseus group; Streptomyces griseus subgroup	species
Streptomyces phage Celia	NC_054655	NCBI Virus, RefSeq	Streptomyces xanthochromogenes	67384	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Streptomycetales; Streptomycetaceae; Streptomyces	species
Streptomyces phage Comrade	NC_048728	RefSeq	Streptomyces griseus	1911	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Streptomycetales; Streptomycetaceae; Streptomyces; Streptomyces griseus group; Streptomyces griseus subgroup	species
Streptomyces phage Danzina	NC_041860	RefSeq	Streptomyces venezuelae ATCC 10712	953739	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Streptomycetales; Streptomycetaceae; Streptomyces; Streptomyces venezuelae	strain
Streptomyces phage Darolandstone	NC_048072	RefSeq	Streptomyces platensis	58346	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Streptomycetales; Streptomycetaceae; Streptomyces	species
Streptomyces phage Daubenski	NC_055822	NCBI Virus, RefSeq	Streptomyces griseus	1911	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Streptomycetales; Streptomycetaceae; Streptomyces; Streptomyces griseus group; Streptomyces griseus subgroup	species
Streptomyces phage Daudau	NC_054668	NCBI Virus, RefSeq	Streptomyces xanthochromogenes	67384	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Streptomycetales; Streptomycetaceae; Streptomyces	species
Streptomyces phage Diane	NC_054663	NCBI Virus, RefSeq	Streptomyces xanthochromogenes	67384	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Streptomycetales; Streptomycetaceae; Streptomyces	species
Streptomyces phage DrGrey	NC_042016	RefSeq	Streptomyces griseus	1911	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Streptomycetales; Streptomycetaceae; Streptomyces; Streptomyces griseus group; Streptomyces griseus subgroup	species
Streptomyces phage EGole	NC_055791	NCBI Virus, RefSeq	Streptomyces griseus	1911	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Streptomycetales; Streptomycetaceae; Streptomyces; Streptomyces griseus group; Streptomyces griseus subgroup	species
Streptomyces phage Endor1	NC_054672	NCBI Virus, RefSeq	Streptomyces coelicolor	1902	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Streptomycetales; Streptomycetaceae; Streptomyces; Streptomyces albidoflavus group	species
Streptomyces phage Endor2	NC_054673	NCBI Virus, RefSeq	Streptomyces coelicolor	1902	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Streptomycetales; Streptomycetaceae; Streptomyces; Streptomyces albidoflavus group	species
Streptomyces phage Evy	NC_055809	NCBI Virus, RefSeq	Streptomyces griseus	1911	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Streptomycetales; Streptomycetaceae; Streptomyces; Streptomyces griseus group; Streptomyces griseus subgroup	species
Streptomyces phage FlowerPower	NC_048706	RefSeq	Streptomyces scabiei	1930	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Streptomycetales; Streptomycetaceae; Streptomyces	species
Streptomyces phage Forthebois	NC_055059	RefSeq	Streptomyces scabiei	1930	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Streptomycetales; Streptomycetaceae; Streptomyces	species
Streptomyces phage Gilson	NC_048742	RefSeq	Streptomyces griseofuscus	146922	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Streptomycetales; Streptomycetaceae; Streptomyces	species
