virus_name	viral_acc	report_host	host_taxid	host_lineage	host_tax_rank
Staphylococcus phage SA7	NC_048658	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage SA75	NC_054975	Staphylococcus aureus subsp. aureus RN4220	561307	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	strain
Staphylococcus phage SA780ruMSSAST101	NC_048711	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage SA97	NC_029010	Staphylococcus aureus subsp. aureus RN4220	561307	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	strain
Staphylococcus phage SAP-2	NC_009875	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage SAP11	NC_055044	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage SAP33	NC_054976	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage Sb1	NC_023009	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage SCH1	NC_047788	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage Sebago	NC_054982	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage SH-St 15644	NC_055038	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage SLPW	NC_031008	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage SMSAP5	NC_019513	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage SN8	NC_055020	Staphylococcus pseudintermedius E140	1266717	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus intermedius group; Staphylococcus pseudintermedius	strain
Staphylococcus phage SP120	NC_055021	Staphylococcus pseudintermedius	283734	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus intermedius group	species
Staphylococcus phage SP197	NC_055022	Staphylococcus pseudintermedius	283734	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus intermedius group	species
Staphylococcus phage SP276	NC_055023	Staphylococcus pseudintermedius	283734	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus intermedius group	species
Staphylococcus phage SP5	NC_054977	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage SP6	JX274647	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage SpaA1	NC_018277	Staphylococcus pasteuri	45972	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage SPbeta-like	NC_029119	Staphylococcus epidermidis 36-1	1248411	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus epidermidis	strain
Staphylococcus phage SpT152	NC_055024	Staphylococcus pseudintermedius	283734	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus intermedius group	species
Staphylococcus phage St 134	NC_047814	Staphylococcus epidermidis	1282	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage Staph1N	NC_047722	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage Stau2	NC_030933	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage StauST398-1	NC_021326	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage StauST398-2	NC_021323	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage StauST398-3	NC_021332	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage StauST398-4	NC_023499	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage StauST398-5	NC_023500	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage StB12	NC_020490	Staphylococcus hominis	1290	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage StB20	NC_019915	Staphylococcus capitis	29388	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage StB20-like	NC_028821	Staphylococcus epidermidis 36-1	1248411	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus epidermidis	strain
Staphylococcus phage StB27	NC_019914	Staphylococcus hominis	1290	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage Team1	NC_025417	Staphylococcus xylosus	1288	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage TEM123	NC_017968	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage TEM126	NC_054978	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage tp310-1	NC_009761	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage tp310-2	NC_009762	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage tp310-3	NC_009763	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage UPMK_2	NC_054983	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage vB_SauM_Remus	NC_022090	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage vB_SauM_Romulus	NC_020877	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage vB_SauP_EBHT	NC_055906	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage vB_SauP_phiAGO1.3	NC_047919	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage vB_SauS-phiIPLA88	NC_011614	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage vB_SauS-SAP27	NC_054981	Staphylococcus aureus subsp. aureus RN4220	561307	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	strain
Staphylococcus phage vB_SauS_fPfSau02	NC_055039	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage vB_SauS_JS02	NC_055040	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage vB_SauS_phi2	NC_028862	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage vB_SepS_SEP9	NC_023582	Staphylococcus epidermidis	1282	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage vB_SpsM_WIS42	NC_055025	Staphylococcus pseudintermedius	283734	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus intermedius group	species
Staphylococcus phage vB_SpsS_QT1	NC_048192	Staphylococcus pseudintermedius	283734	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus intermedius group	species
Staphylococcus phage vB_SscM-1	NC_047767	Staphylococcus sp.	29387	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage YMC/09/04/R1988	NC_022758	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus prophage phiPV83	NC_002486	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus virus 108PVL	NC_008689	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus virus 11	NC_004615	Staphylococcus aureus subsp. aureus NCTC 8325	93061	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	strain
Staphylococcus virus 13	NC_004617	Staphylococcus aureus subsp. aureus NCTC 8325	93061	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	strain
Staphylococcus virus 187	NC_007047	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus virus 29	NC_007061	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus virus 37	NC_007055	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus virus 3a	NC_007053	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus virus 42e	NC_007052	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus virus 44AHJD	NC_004678	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus virus 47	NC_007054	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus virus 52a	NC_007062	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus virus 53	NC_007049	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus virus 55	NC_007060	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus virus 69	NC_007048	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus virus 71	NC_007059	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus virus 77	NC_005356	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus virus 80alpha	NC_009526	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus virus 85	NC_007050	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus virus 88	NC_007063	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus virus 92	NC_007064	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus virus 96	NC_007057	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus virus B122	NC_054979	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus virus Baq_Sau1	NC_054973	Staphylococcus aureus subsp. aureus RN4220	561307	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	strain
Staphylococcus virus CNPH82	NC_008722	Staphylococcus epidermidis	1282	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus virus EW	NC_007056	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus virus G1	NC_007066	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus virus IPLA35	NC_011612	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus virus IPLA5	NC_018281	Staphylococcus epidermidis	1282	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus virus IPLA7	NC_018284	Staphylococcus epidermidis	1282	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus virus K	NC_005880	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus virus PH15	NC_008723	Staphylococcus epidermidis	1282	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus virus phi12	AF424782	Staphylococcus aureus subsp. aureus NCTC 8325	93061	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	strain
Staphylococcus virus phiETA	NC_003288	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus virus phiETA2	NC_008798	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus virus phiETA3	NC_008799	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus virus phiMR11	NC_010147	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus virus phiMR25	NC_010808	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus virus phiSLT	NC_002661	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus virus SA11	NC_019511	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus virus SAP26	NC_014460	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus virus Twort	NC_007021	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus virus X2	NC_007065	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Stenotrophomonas phage IME-SM1	NC_054952	Stenotrophomonas sp.	69392	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas	species
Stenotrophomonas phage IME13	NC_029000	Stenotrophomonas maltophilia	40324	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group	species
Stenotrophomonas phage IME15	NC_019416	Stenotrophomonas maltophilia	40324	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group	species
Stenotrophomonas phage Mendera	NC_048804	Stenotrophomonas maltophilia	40324	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group	species
