virus_name	viral_acc	report_host	gcf	find_taxrank
Mycobacterium phage Kampy	NC_024141	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Kanely	NC_052437	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage KayaCho	NC_022061	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Kenuha5	NC_051671	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Kersh	NC_051672	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Keshu	NC_026603	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Kevin1	NC_054451	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Kikipoo	NC_028907	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage KilKor	NC_053209	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Killigrew	NC_052438	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Kimberlium	NC_028792	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Kimona	NC_054793	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Kingsley	NC_051673	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage KingTut	NC_055750	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage KingVeVeVe	KJ538723	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage KiSi	NC_051619	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Koella	NC_051674	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Koko	NC_054782	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Konstantine	NC_011292	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Krakatau	NC_051675	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Kratio	NC_028947	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage KristaRAM	NC_051676	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Krueger	NC_051601	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Krypton555	NC_053505	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Ksquared	NC_051732	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Kumao	NC_053512	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage KyMonks1A	NC_052439	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage LadyBird	NC_028744	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Lamina13	NC_024143	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Larenn	NC_028877	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Lasso	KM408320	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage LastHope	NC_051620	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage LastJedi	NC_051677	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage LaterM	NC_051621	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Laurie	NC_053503	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Lemuria	NC_054446	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Leo	NC_021556	Mycolicibacterium smegmatis	GCF_013349145.1	species
Mycobacterium phage Leo	NC_021556	Mycobacterium tuberculosis	GCF_000195955.2	species
Mycobacterium phage LeoAvram	NC_054796	Mycolicibacterium smegmatis	GCF_013349145.1	species
Mycobacterium phage Leston	NC_051594	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Lilac	NC_023689	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage LilMcDreamy	NC_051582	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage LilMoolah	NC_055825	Mycolicibacterium smegmatis	GCF_013349145.1	species
Mycobacterium phage LinStu	NC_023714	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage LittleCherry	NC_022086	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Lizziana	NC_051678	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Llij	NC_008196	Mycolicibacterium smegmatis	GCF_013349145.1	species
Mycobacterium phage Lolly9	NC_028843	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Lopton	NC_052440	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Loser	NC_031256	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage LRRHood	GQ303262	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Luchador	NC_028849	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Lukilu	NC_041901	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Lumos	NC_053504	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage MA5	NC_054771	Mycolicibacterium smegmatis	GCF_013349145.1	species
Mycobacterium phage Magnar	NC_052441	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Magnito	NC_052470	Mycolicibacterium smegmatis	GCF_013349145.1	species
Mycobacterium phage Magnito	NC_052470	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Mahavrat	NC_051679	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Majeke	NC_051737	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Makemake	NC_031067	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Malec	NC_054813	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Malithi	NC_026605	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Manad	NC_024363	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Manatee	NC_052442	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Mangeria	NC_054718	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Mantra	NC_051680	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage MarkPhew	NC_051622	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Maroc7	NC_052443	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage MarQuardt	NC_028798	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Marshawn	NC_051623	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Marvin	NC_042032	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage MaryBeth	NC_052444	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Mattes	NC_051681	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Medusa	KF024733	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage MeeZee	JN243856	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Megiddo	NC_051728	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Melissauren88	NC_051682	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Melvin	KF841476	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Mendokysei	NC_051726	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Mercurio	NC_054445	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Methuselah	KC661272	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage MiaZeal	NC_028953	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage MichelleMyBell	NC_023572	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Michley	NC_052445	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage MilleniumForce	NC_051683	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Milly	NC_026598	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Mindy	NC_029093	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Minerva	NC_026584	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage MinionDave	NC_051684	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Minnie	NC_051685	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Miramae	NC_054802	Mycolicibacterium smegmatis	GCF_013349145.1	species
Mycobacterium phage Misha28	NC_051686	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage MoMoMixon	NC_023733	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage MooMoo	NC_051721	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Moonbeam	NC_051687	Mycolicibacterium smegmatis	GCF_013349145.1	species
Mycobacterium phage MOOREtheMARYer	NC_028791	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Morgushi	JN638753	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Mosby	KF493883	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage MosMoris	NC_024138	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Mova	NC_051688	Mycolicibacterium smegmatis	GCF_013349145.1	species
Mycobacterium phage MPlant7149	NC_052446	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage MrMagoo	NC_053515	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Mryolo	NC_052447	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Muddy	NC_022054	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Mufasa	NC_028759	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Mulciber	NC_031257	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Mule	NC_052448	Mycolicibacterium smegmatis	GCF_013349145.1	species
Mycobacterium phage Mundrea	NC_054803	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Murdoc	JN638752	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Murphy	NC_021305	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Murucutumbu	NC_028978	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage MyraDee	NC_054791	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Myrna	NC_011273	Mycolicibacterium smegmatis	GCF_013349145.1	species
Mycobacterium phage Myrna	NC_011273	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Naca	NC_054774	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Nacho	JX649098	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Nala	NC_022976	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Nappy	NC_023725	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage NEHalo	NC_052449	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage NelitzaMV	NC_028785	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Nerujay	NC_028928	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Newman	NC_021310	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Nhonho	NC_028815	Mycolicibacterium smegmatis	GCF_013349145.1	species
Mycobacterium phage Nhonho	NC_028815	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Nibb	NC_051624	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Nigel	NC_011044	Mycolicibacterium smegmatis	GCF_013349145.1	species
Mycobacterium Phage Niklas	NC_051625	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Nitzel	NC_051690	Mycolicibacterium smegmatis	GCF_013349145.1	species
Mycobacterium phage Nivrat	NC_051691	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Niza	NC_052450	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Noelle	NC_054801	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage NoodleTree	NC_054719	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Nova	JN699014	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Numberten	KJ194583	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Nyxis	NC_023565	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Oaker	NC_023578	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Obama12	NC_023577	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Obutu	NC_055812	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Ochi17	NC_055787	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Odin	KF017927	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Ogopogo	NC_051692	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage OhShagHennessy	NC_055918	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage OkiRoe	NC_024366	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage OldBen	NC_051693	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Oline	NC_023711	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Omnicron	NC_028832	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Oogway	NC_052451	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Orion	NC_008197	Mycolicibacterium smegmatis	GCF_013349145.1	species
Mycobacterium phage OSmaximus	NC_028803	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Ovechkin	NC_028937	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage OwlsT2W	NC_051695	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage PacerPaul	NC_052452	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Paito	NC_054439	Mycolicibacterium smegmatis	GCF_013349145.1	species
Mycobacterium phage Panchino	NC_031281	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Paola	NC_051595	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Papez	NC_031041	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Papyrus	NC_022053	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Pari	NC_028874	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Patience	NC_023691	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Patt	NC_051592	Mycolicibacterium smegmatis	GCF_013349145.1	species
Mycobacterium phage PattyP	NC_021297	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage PBI1	NC_008198	Mycolicibacterium smegmatis	GCF_013349145.1	species
Mycobacterium phage PegLeg	NC_021299	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Pepe	NC_028680	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Petruchio	NC_052453	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Phabba	NC_054714	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Phaded	NC_054815	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Phaedrus	NC_011057	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Phantastic	NC_024148	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Pharaoh	NC_054784	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Phasih	NC_051696	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage PhatBacter	NC_022969	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Phatniss	NC_028844	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Phaux	NC_021311	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Phayonce	NC_028796	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Phelemich	NC_022063	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Philonius	NC_054449	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Phineas	NC_051733	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Phipps	NC_028942	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage phiT46-1	NC_054432	Mycobacteroides abscessus	GCF_004028015.1	species
Mycobacterium phage Phlei	NC_028662	Mycolicibacterium phlei	GCF_001583415.1	species
Mycobacterium phage Phlyer	NC_012027	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Phoxy	KP017310	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Phrann	NC_031266	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Phrappuccino	NC_054727	Mycolicibacterium smegmatis	GCF_013349145.1	species
Mycobacterium phage PhrostyMug	NC_022329	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Phrux	NC_021309	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Piglet	JX649097	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Pinnie	NC_054447	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Pinto	NC_024368	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Pio	JN699013	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Pioneer	NC_028965	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Pipefish	NC_008199	Mycolicibacterium smegmatis	GCF_013349145.1	species
Mycobacterium phage Piper2020	NC_051697	Mycolicibacterium smegmatis	GCF_013349145.1	species
Mycobacterium phage Pippin	NC_052454	Mycolicibacterium smegmatis	GCF_013349145.1	species
Mycobacterium phage Pippin	NC_052454	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Pippy	NC_051698	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Pipsqueak	KP027208	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
Mycobacterium phage Pipsqueaks	NC_042055	Mycolicibacterium smegmatis MC2 155	GCF_000767605.1	strain
